COMMAND,Guid,Name,PWD,ProcessID,SHA256,SystemTime,TTY,ThreadID,USER,UserId,"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,pid,process,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,"eabd8d2fe96d12c06d82b1f4dd6e6538b159147ffc114e2f884c88741b1cb22f</Data><Data Name=""ParentProcessGuid"">{d3ab02d2-ea2e-6823-0173-dc61de550000}</Data><Data Name=""ParentProcessId"">448451</Data><Data Name=""ParentImage"">/usr/bin/zsh</Data><Data Name=""ParentCommandLine"">/usr/bin/zsh</Data><Data Name=""ParentUser"">root</Data></EventData></Event>","2025-05-15T13:24:40.701392000Z",,1135,,0,"2025-05-15T18:54:40.701916+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>1</EventID><Version>5</Version><Level>4</Level><Task>1</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:24:40.701392000Z""/><EventRecordID>1001911</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 01:08:02.561</Data><Data Name=""ProcessGuid"">{d3ab02d2-ecf2-6823-1924-c28a03560000}</Data><Data Name=""ProcessId"">454505</Data><Data Name=""Image"">/usr/bin/cat</Data><Data Name=""FileVersion"">-</Data><Data Name=""Description"">-</Data><Data Name=""Product"">-</Data><Data Name=""Company"">-</Data><Data Name=""OriginalFileName"">-</Data><Data Name=""CommandLine"">cat /var/log/auth.log</Data><Data Name=""CurrentDirectory"">/root</Data><Data Name=""User"">root</Data><Data Name=""LogonGuid"">{d3ab02d2-0000-0000-0000-000000000000}</Data><Data Name=""LogonId"">0</Data><Data Name=""TerminalSessionId"">138</Data><Data Name=""IntegrityLevel"">no level</Data><Data Name=""Hashes"">SHA256=eabd8d2fe96d12c06d82b1f4dd6e6538b159147ffc114e2f884c88741b1cb22f</Data><Data Name=""ParentProcessGuid"">{d3ab02d2-ea2e-6823-0173-dc61de550000}</Data><Data Name=""ParentProcessId"">448451</Data><Data Name=""ParentImage"">/usr/bin/zsh</Data><Data Name=""ParentCommandLine"">/usr/bin/zsh</Data><Data Name=""ParentUser"">root</Data></EventData></Event>","2025-05-15T18:54:40.701+0530",18,15,54,may,40,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T13:12:53.584006000Z",,1135,,0,"2025-05-15T18:42:53.584234+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:12:53.584006000Z""/><EventRecordID>991177</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 00:56:15.447</Data><Data Name=""ProcessGuid"">{d3ab02d2-ea2e-6823-0173-dc61de550000}</Data><Data Name=""ProcessId"">448451</Data><Data Name=""User"">-</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/root/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T18:42:53.584+0530",18,15,42,may,53,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T13:12:44.373694000Z",,1135,,0,"2025-05-15T18:42:44.374159+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:12:44.373694000Z""/><EventRecordID>990522</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 00:56:06.236</Data><Data Name=""ProcessGuid"">{d3ab02d2-e861-6823-01a3-758d45560000}</Data><Data Name=""ProcessId"">444311</Data><Data Name=""User"">kali</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/home/kali/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T18:42:44.374+0530",18,15,42,may,44,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T13:12:41.676717000Z",,1135,,0,"2025-05-15T18:42:41.676963+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:12:41.676717000Z""/><EventRecordID>990470</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 00:56:03.539</Data><Data Name=""ProcessGuid"">{d3ab02d2-e866-6823-0123-018c66550000}</Data><Data Name=""ProcessId"">444410</Data><Data Name=""User"">-</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/root/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T18:42:41.676+0530",18,15,42,may,41,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T13:05:18.108761000Z",,1135,,0,"2025-05-15T18:35:18.109275+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:05:18.108761000Z""/><EventRecordID>983669</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 00:48:39.972</Data><Data Name=""ProcessGuid"">{d3ab02d2-e866-6823-0123-018c66550000}</Data><Data Name=""ProcessId"">444410</Data><Data Name=""User"">-</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/root/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T18:35:18.109+0530",18,15,35,may,18,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T13:05:11.840462000Z",,1135,,0,"2025-05-15T18:35:11.840785+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:05:11.840462000Z""/><EventRecordID>982872</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 00:48:33.703</Data><Data Name=""ProcessGuid"">{d3ab02d2-e861-6823-01a3-758d45560000}</Data><Data Name=""ProcessId"">444311</Data><Data Name=""User"">kali</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/home/kali/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T18:35:11.840+0530",18,15,35,may,11,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T13:05:09.808979000Z",,1135,,0,"2025-05-15T18:35:09.809574+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T13:05:09.808979000Z""/><EventRecordID>982824</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-14 00:48:31.672</Data><Data Name=""ProcessGuid"">{d3ab02d2-b9b6-6823-0153-08560c560000}</Data><Data Name=""ProcessId"">344915</Data><Data Name=""User"">-</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/root/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T18:35:09.809+0530",18,15,35,may,9,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,"eabd8d2fe96d12c06d82b1f4dd6e6538b159147ffc114e2f884c88741b1cb22f</Data><Data Name=""ParentProcessGuid"">{d3ab02d2-b9b6-6823-0153-08560c560000}</Data><Data Name=""ParentProcessId"">344915</Data><Data Name=""ParentImage"">/usr/bin/zsh</Data><Data Name=""ParentCommandLine"">/usr/bin/zsh</Data><Data Name=""ParentUser"">root</Data></EventData></Event>","2025-05-15T11:11:13.358866000Z",,1135,,0,"2025-05-15T16:41:13.359238+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>1</EventID><Version>5</Version><Level>4</Level><Task>1</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T11:11:13.358866000Z""/><EventRecordID>877286</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-13 22:54:35.220</Data><Data Name=""ProcessGuid"">{d3ab02d2-cdab-6823-1904-7dc22f560000}</Data><Data Name=""ProcessId"">388095</Data><Data Name=""Image"">/usr/bin/cat</Data><Data Name=""FileVersion"">-</Data><Data Name=""Description"">-</Data><Data Name=""Product"">-</Data><Data Name=""Company"">-</Data><Data Name=""OriginalFileName"">-</Data><Data Name=""CommandLine"">cat /var/log/auth.log</Data><Data Name=""CurrentDirectory"">/var/log</Data><Data Name=""User"">root</Data><Data Name=""LogonGuid"">{d3ab02d2-0000-0000-0000-000000000000}</Data><Data Name=""LogonId"">0</Data><Data Name=""TerminalSessionId"">138</Data><Data Name=""IntegrityLevel"">no level</Data><Data Name=""Hashes"">SHA256=eabd8d2fe96d12c06d82b1f4dd6e6538b159147ffc114e2f884c88741b1cb22f</Data><Data Name=""ParentProcessGuid"">{d3ab02d2-b9b6-6823-0153-08560c560000}</Data><Data Name=""ParentProcessId"">344915</Data><Data Name=""ParentImage"">/usr/bin/zsh</Data><Data Name=""ParentCommandLine"">/usr/bin/zsh</Data><Data Name=""ParentUser"">root</Data></EventData></Event>","2025-05-15T16:41:13.359+0530",16,15,41,may,13,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,"eabd8d2fe96d12c06d82b1f4dd6e6538b159147ffc114e2f884c88741b1cb22f</Data><Data Name=""ParentProcessGuid"">{d3ab02d2-b9b6-6823-0153-08560c560000}</Data><Data Name=""ParentProcessId"">344915</Data><Data Name=""ParentImage"">/usr/bin/zsh</Data><Data Name=""ParentCommandLine"">/usr/bin/zsh</Data><Data Name=""ParentUser"">root</Data></EventData></Event>","2025-05-15T10:58:20.716627000Z",,1135,,0,"2025-05-15T16:28:20.717116+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>1</EventID><Version>5</Version><Level>4</Level><Task>1</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T10:58:20.716627000Z""/><EventRecordID>864219</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-13 22:41:42.572</Data><Data Name=""ProcessGuid"">{d3ab02d2-caa6-6823-1994-940bf4550000}</Data><Data Name=""ProcessId"">381123</Data><Data Name=""Image"">/usr/bin/cat</Data><Data Name=""FileVersion"">-</Data><Data Name=""Description"">-</Data><Data Name=""Product"">-</Data><Data Name=""Company"">-</Data><Data Name=""OriginalFileName"">-</Data><Data Name=""CommandLine"">cat /var/log/auth.log</Data><Data Name=""CurrentDirectory"">/root</Data><Data Name=""User"">root</Data><Data Name=""LogonGuid"">{d3ab02d2-0000-0000-0000-000000000000}</Data><Data Name=""LogonId"">0</Data><Data Name=""TerminalSessionId"">138</Data><Data Name=""IntegrityLevel"">no level</Data><Data Name=""Hashes"">SHA256=eabd8d2fe96d12c06d82b1f4dd6e6538b159147ffc114e2f884c88741b1cb22f</Data><Data Name=""ParentProcessGuid"">{d3ab02d2-b9b6-6823-0153-08560c560000}</Data><Data Name=""ParentProcessId"">344915</Data><Data Name=""ParentImage"">/usr/bin/zsh</Data><Data Name=""ParentCommandLine"">/usr/bin/zsh</Data><Data Name=""ParentUser"">root</Data></EventData></Event>","2025-05-15T16:28:20.717+0530",16,15,28,may,20,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
,"{ff032593-a8d3-4f13-b0d6-01fc615a0f97}","Linux-Sysmon",,1135,,"2025-05-15T10:43:11.731828000Z",,1135,,0,"2025-05-15T16:13:11.732207+05:30 kali sysmon: <Event><System><Provider Name=""Linux-Sysmon"" Guid=""{ff032593-a8d3-4f13-b0d6-01fc615a0f97}""/><EventID>23</EventID><Version>5</Version><Level>4</Level><Task>23</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime=""2025-05-15T10:43:11.731828000Z""/><EventRecordID>849692</EventRecordID><Correlation/><Execution ProcessID=""1135"" ThreadID=""1135""/><Channel>Linux-Sysmon/Operational</Channel><Computer>kali</Computer><Security UserId=""0""/></System><EventData><Data Name=""RuleName"">-</Data><Data Name=""UtcTime"">2025-05-13 22:26:33.593</Data><Data Name=""ProcessGuid"">{d3ab02d2-c5d5-6823-0103-8e871b560000}</Data><Data Name=""ProcessId"">370727</Data><Data Name=""User"">kali</Data><Data Name=""Image"">/usr/bin/zsh</Data><Data Name=""TargetFilename"">/home/kali/.zsh_history.LOCK</Data><Data Name=""Hashes"">-</Data><Data Name=""IsExecutable"">-</Data><Data Name=""Archived"">-</Data></EventData></Event>","2025-05-15T16:13:11.732+0530",16,15,13,may,11,thursday,2025,330,,kali,"linux_logs",1,,sysmon,"--::.+:__:_<><><_=""-""_=""{----}""/><></><></><></><>","/var/log/syslog",syslog,KANHA,,32,0
